node_id,latitude,longitude,population_at_node,flood_risk,is_shelter,shelter_capacity
70,22.075,78.25,353,0.4346135941312083,False,0
71,22.075,78.275,261,0.5824821239234773,False,0
72,22.075,78.3,614,0.48451536945311674,False,0
73,22.075,78.325,234,0.36203999060902836,False,0
74,22.075,78.35,849,0.39003605293572013,False,0
75,22.075,78.375,604,0.6246319998496438,False,0
76,22.075,78.4,441,0.5066237391008283,False,0
77,22.075,78.425,322,0.4357581648854013,False,0
78,22.075,78.45,383,0.5347962762111865,False,0
79,22.075,78.475,354,0.3201006119979965,False,0
80,22.1,78.0,149,0.40239841830726203,False,0
81,22.1,78.025,201,0.6582980100672272,False,0
82,22.1,78.05,161,0.6559782784964867,False,0
83,22.1,78.075,796,0.5344144060725136,False,0
84,22.1,78.1,898,0.7427957193355216,False,0
85,22.1,78.125,236,0.3867691374667978,False,0
86,22.1,78.15,375,0.24991188438832654,False,0
87,22.1,78.175,250,0.2495804109586809,False,0
88,22.1,78.2,286,0.5512110501319517,False,0
89,22.1,78.225,252,0.6746140723844132,False,0
90,22.1,78.25,699,0.381994786209179,False,0
91,22.1,78.275,671,0.4922241418409634,False,0
92,22.1,78.3,274,0.6415770455403388,False,0
93,22.1,78.325,377,0.41582206333358274,False,0
94,22.1,78.35,630,0.5657059810392779,False,0
95,22.1,78.375,423,0.7668112455886963,False,0
96,22.1,78.4,442,0.8469473584476619,False,0
97,22.1,78.425,228,0.8159691758845042,False,0
98,22.1,78.45,368,0.17004404431299747,False,0
99,22.1,78.475,535,0.5544164521970674,False,0
100,22.125,78.0,436,0.4635810288580043,False,0
101,22.125,78.025,478,0.7114281464926542,False,0
102,22.125,78.05,139,0.5879237676252725,True,2102
103,22.125,78.075,877,0.5550086663142105,False,0
104,22.125,78.1,822,0.36481328212452047,False,0
105,22.125,78.125,799,0.24743296806393617,False,0
106,22.125,78.15,144,0.3759956097001278,False,0
107,22.125,78.175,743,0.38173483101198197,False,0
108,22.125,78.2,627,0.3185791788167774,False,0
109,22.125,78.225,280,0.2616230392006096,False,0
110,22.125,78.25,641,0.39601848415706337,False,0
111,22.125,78.275,454,0.688118620060487,False,0
112,22.125,78.3,797,0.7143478571553419,False,0
113,22.125,78.325,412,0.3499768474373638,False,0
114,22.125,78.35,372,0.17012117136648075,False,0
115,22.125,78.375,304,0.6733183223937296,False,0
116,22.125,78.4,222,0.13195980457010464,False,0
117,22.125,78.425,687,0.34364614891002543,False,0
118,22.125,78.45,336,0.20269528086178795,False,0
119,22.125,78.475,432,0.7413156259748361,False,0
120,22.15,78.0,245,0.04074787433185944,True,2189
121,22.15,78.025,877,0.6915181052740307,False,0
122,22.15,78.05,732,0.3397688716526737,False,0
123,22.15,78.075,585,0.25981798098588704,False,0
124,22.15,78.1,509,0.49037327005999054,False,0
125,22.15,78.125,697,0.8887137217756,False,0
126,22.15,78.15,140,0.5710648582339444,False,0
127,22.15,78.175,128,0.27391181749481985,False,0
128,22.15,78.2,832,0.1579444435688732,False,0
129,22.15,78.225,463,0.44472251837192533,False,0
130,22.15,78.25,389,0.8201922587113452,False,0
131,22.15,78.275,662,0.1971314804493463,False,0
132,22.15,78.3,760,0.4918966352025454,False,0
133,22.15,78.325,568,0.8528511124338235,False,0
134,22.15,78.35,715,0.6465248640394855,False,0
135,22.15,78.375,368,0.41098274185850914,False,0
136,22.15,78.4,577,0.5372089903267464,False,0
137,22.15,78.425,397,0.5047567737178744,False,0
138,22.15,78.45,539,0.6848597603516873,False,0
139,22.15,78.475,821,0.5672495155752059,False,0
140,22.175,78.0,111,0.45724658922095157,False,0
141,22.175,78.025,532,0.4562575787829867,False,0
142,22.175,78.05,232,0.531592956392227,False,0
143,22.175,78.075,756,0.5118873955603671,False,0
144,22.175,78.1,359,0.07250797348811455,False,0
145,22.175,78.125,125,0.6261855057485161,False,0
146,22.175,78.15,256,0.7073140271754419,False,0
147,22.175,78.175,797,0.08162347534984939,False,0
148,22.175,78.2,763,0.05088665390198593,False,0
149,22.175,78.225,666,0.0655871361491047,False,0
150,22.175,78.25,562,0.5827864402889009,False,0
151,22.175,78.275,276,0.6270394329176306,False,0
152,22.175,78.3,250,0.8434671619562384,False,0
153,22.175,78.325,618,0.4047332311946241,False,0
154,22.175,78.35,240,0.5544083421095473,False,0
155,22.175,78.375,219,0.39504252724251215,False,0
156,22.175,78.4,895,0.6663641237137027,False,0
157,22.175,78.425,488,0.31423359398706235,False,0
158,22.175,78.45,316,0.7079922209996498,False,0
159,22.175,78.475,211,0.08848321427975618,False,0
160,22.2,78.0,301,0.40915808535697445,False,0
161,22.2,78.025,267,0.04694662184772505,False,0
162,22.2,78.05,420,0.19262076122121413,False,0
163,22.2,78.075,530,0.19689537881903124,False,0
164,22.2,78.1,304,0.30831578591586595,False,0
165,22.2,78.125,246,0.3341527846989629,False,0
166,22.2,78.15,811,0.09801370358765361,False,0
167,22.2,78.175,603,0.5218678544512769,False,0
168,22.2,78.2,632,0.25106903090857124,False,0
169,22.2,78.225,891,0.7751866531355911,False,0
170,22.2,78.25,127,0.3248437286420364,False,0
171,22.2,78.275,558,0.5811053553324553,False,0
172,22.2,78.3,72,0.2129841013757131,False,0
173,22.2,78.325,405,0.07462225188039565,False,0
174,22.2,78.35,557,0.8402950740152434,False,0
175,22.2,78.375,90,0.06399557371758822,False,0
176,22.2,78.4,368,0.27304061794516893,False,0
177,22.2,78.425,302,0.541419239018192,False,0
178,22.2,78.45,306,0.29848957368188833,False,0
179,22.2,78.475,114,0.9268696423652119,False,0
180,22.225,78.0,862,0.7358507327317302,False,0
181,22.225,78.025,449,0.46740799972425556,False,0
182,22.225,78.05,434,0.3576823872087686,False,0
183,22.225,78.075,607,0.48083278952504643,False,0
184,22.225,78.1,551,0.37694490941124104,False,0
185,22.225,78.125,355,0.8956841467392934,False,0
186,22.225,78.15,460,0.5945988096441842,False,0
187,22.225,78.175,500,0.592447617376183,False,0
188,22.225,78.2,374,0.45199877547925904,False,0
189,22.225,78.225,336,0.09321513764819189,False,0
190,22.225,78.25,290,0.792664877371897,False,0
191,22.225,78.275,613,0.31102728225608095,False,0
192,22.225,78.3,68,0.8254133561476648,False,0
193,22.225,78.325,786,0.7147975466934045,False,0
194,22.225,78.35,631,0.42088506207089954,False,0
195,22.225,78.375,657,0.713558432940895,False,0
196,22.225,78.4,886,0.7104687985878073,False,0
197,22.225,78.425,348,0.4046919233276621,False,0
198,22.225,78.45,865,0.7855872822677217,False,0
199,22.225,78.475,136,0.12160278904320208,False,0
200,22.25,78.0,847,0.7782544025262289,False,0
201,22.25,78.025,280,0.24968469861434436,False,0
202,22.25,78.05,568,0.7281939427223,False,0
203,22.25,78.075,764,0.7248813628065836,False,0
204,22.25,78.1,779,0.43373311994865044,False,0
205,22.25,78.125,226,0.7434617306552131,False,0
206,22.25,78.15,519,0.4906917332260403,False,0
207,22.25,78.175,882,0.7981801796825889,False,0
208,22.25,78.2,694,0.8765100171511865,False,0
209,22.25,78.225,184,0.392790263034317,False,0
210,22.25,78.25,55,0.6739198469254436,False,0
211,22.25,78.275,485,0.37031711909418125,False,0
212,22.25,78.3,515,0.6955424320628458,False,0
213,22.25,78.325,65,0.6886416073044735,True,1816
214,22.25,78.35,366,0.3873794480280249,False,0
215,22.25,78.375,774,0.5702591550743233,False,0
216,22.25,78.4,401,0.8123041618296465,False,0
217,22.25,78.425,483,0.5660423482552545,False,0
218,22.25,78.45,836,0.6768052154474273,False,0
219,22.25,78.475,822,0.20836767333265813,False,0
220,22.275,78.0,430,0.17567582011010707,False,0
221,22.275,78.025,156,0.4430088755593977,False,0
222,22.275,78.05,315,0.7274126216459412,False,0
223,22.275,78.075,641,0.6559269121188299,False,0
224,22.275,78.1,365,0.09219788907133569,False,0
225,22.275,78.125,470,0.2905279054046131,False,0
226,22.275,78.15,146,0.5625079276895855,False,0
227,22.275,78.175,560,0.2908612630454094,False,0
228,22.275,78.2,446,0.42748683656784603,False,0
229,22.275,78.225,804,0.23825970338445762,False,0
230,22.275,78.25,57,0.4654674328902416,False,0
231,22.275,78.275,379,0.5969558281127417,False,0
232,22.275,78.3,179,0.20122860314958269,False,0
233,22.275,78.325,61,0.6128593895260935,False,0
234,22.275,78.35,110,0.08699719455088854,False,0
235,22.275,78.375,454,0.27811608991301345,False,0
236,22.275,78.4,347,0.19211284234925882,False,0
237,22.275,78.425,186,0.7189317652802117,False,0
238,22.275,78.45,580,0.3734917956466677,False,0
239,22.275,78.475,817,0.4107691084855638,False,0
240,22.3,78.0,763,0.7220132255950197,False,0
241,22.3,78.025,310,0.5207472770774132,False,0
242,22.3,78.05,827,0.7638323917373526,True,2805
243,22.3,78.075,216,0.4755528072603119,False,0
244,22.3,78.1,394,0.6958793509160031,False,0
245,22.3,78.125,360,0.7884759720646128,False,0
246,22.3,78.15,309,0.8318078400822975,False,0
247,22.3,78.175,318,0.3835586945763132,False,0
248,22.3,78.2,300,0.7213272081095116,False,0
249,22.3,78.225,182,0.7503452964820754,False,0
250,22.3,78.25,721,0.3785059802512568,False,0
251,22.3,78.275,65,0.29536616525461235,False,0
252,22.3,78.3,672,0.6638489258244823,False,0
253,22.3,78.325,542,0.30788871015072944,True,1372
254,22.3,78.35,813,0.5893241661912231,False,0
255,22.3,78.375,129,0.5258270753427506,False,0
256,22.3,78.4,611,0.5498484563355666,True,1053
257,22.3,78.425,768,0.7967352474381575,False,0
258,22.3,78.45,98,0.48055960846570295,False,0
259,22.3,78.475,676,0.2547421351101911,False,0
260,22.325,78.0,153,0.6056867550410474,False,0
261,22.325,78.025,751,0.23674630872572666,False,0
262,22.325,78.05,595,0.30807737162641174,False,0
263,22.325,78.075,494,0.8551537711692722,False,0
264,22.325,78.1,203,0.577738626805608,True,2983
265,22.325,78.125,430,0.2750041845848112,False,0
266,22.325,78.15,466,0.7611099827053085,False,0
267,22.325,78.175,383,0.4387183589812377,False,0
268,22.325,78.2,183,0.4060378362004767,False,0
269,22.325,78.225,530,0.8260490780390887,False,0
270,22.325,78.25,415,0.4010749754229353,False,0
271,22.325,78.275,778,0.6376330565993749,False,0
272,22.325,78.3,148,0.2480781903082589,False,0
273,22.325,78.325,768,0.6433033800584932,False,0
274,22.325,78.35,373,0.5577042092008472,False,0
275,22.325,78.375,604,0.7458887533304704,False,0
276,22.325,78.4,574,0.1867809982460436,False,0
277,22.325,78.425,709,0.321532864091215,False,0
278,22.325,78.45,136,0.33682027448716734,False,0
279,22.325,78.475,763,0.6998437562646431,False,0
280,22.35,78.0,537,0.28984977649278837,False,0
281,22.35,78.025,165,0.41713768049343897,False,0
282,22.35,78.05,96,0.42599637423852155,False,0
283,22.35,78.075,896,0.8734743410666973,False,0
284,22.35,78.1,889,0.22464531694804885,False,0
285,22.35,78.125,719,0.33836593028237355,False,0
286,22.35,78.15,390,0.4962164359837312,False,0
287,22.35,78.175,199,0.3477356845861049,False,0
288,22.35,78.2,395,0.15033011898198947,True,1017
289,22.35,78.225,373,0.5369399161848817,False,0
290,22.35,78.25,50,0.5254215831155724,False,0
291,22.35,78.275,414,0.6060864584855468,False,0
292,22.35,78.3,689,0.09789330923801894,False,0
293,22.35,78.325,341,0.5475550808124581,False,0
294,22.35,78.35,819,0.06324791087783603,False,0
295,22.35,78.375,503,0.4935201212450779,False,0
296,22.35,78.4,111,0.3781163196545261,False,0
297,22.35,78.425,100,0.13175903013166826,False,0
298,22.35,78.45,664,0.4151240575717011,False,0
299,22.35,78.475,542,0.5570628127507563,False,0
300,22.375,78.0,251,0.4017285312981157,False,0
301,22.375,78.025,547,0.23011847576675262,True,1133
302,22.375,78.05,323,0.3762756910808971,False,0
303,22.375,78.075,482,0.24935101953332062,False,0
304,22.375,78.1,763,0.825399165082585,False,0
305,22.375,78.125,154,0.33442732916986906,False,0
306,22.375,78.15,173,0.1647656524204036,False,0
307,22.375,78.175,193,0.40371090806886517,False,0
308,22.375,78.2,121,0.11260595871507009,False,0
309,22.375,78.225,686,0.5459801262800299,False,0
310,22.375,78.25,532,0.6402109352884362,False,0
311,22.375,78.275,658,0.7408621731183141,False,0
312,22.375,78.3,295,0.7801447549233131,False,0
313,22.375,78.325,832,0.5967525771165111,False,0
314,22.375,78.35,269,0.5935475160923853,False,0
315,22.375,78.375,794,0.9419733234156242,False,0
316,22.375,78.4,619,0.8311282735427584,False,0
317,22.375,78.425,129,0.3350224970081719,False,0
318,22.375,78.45,285,0.7028590334178613,False,0
319,22.375,78.475,205,0.5351145753142702,False,0
320,22.4,78.0,131,0.3682071809929384,False,0
321,22.4,78.025,711,0.7967743153814328,False,0
322,22.4,78.05,74,0.6668106464017735,False,0
323,22.4,78.075,64,0.5450980351537374,False,0
324,22.4,78.1,51,0.5886708371407162,True,2201
325,22.4,78.125,539,0.7519971509386825,False,0
326,22.4,78.15,544,0.6207238869738542,False,0
327,22.4,78.175,295,0.24091892526058917,False,0
328,22.4,78.2,858,0.5636127016390191,False,0
329,22.4,78.225,351,0.4713455849287641,False,0
330,22.4,78.25,616,0.7559452781321724,False,0
331,22.4,78.275,867,0.47641764226291183,False,0
332,22.4,78.3,799,0.7621692937725718,False,0
333,22.4,78.325,631,0.3745918502812731,False,0
334,22.4,78.35,66,0.40098679027036316,False,0
335,22.4,78.375,824,0.3441584194973709,False,0
336,22.4,78.4,378,0.5184009183831343,False,0
337,22.4,78.425,757,0.4548895568820985,False,0
338,22.4,78.45,673,0.7366550235993948,False,0
339,22.4,78.475,104,0.6234188678057132,False,0
340,22.425,78.0,152,0.11986855782082287,False,0
341,22.425,78.025,740,0.8422683943608901,False,0
342,22.425,78.05,224,0.5549644340141127,False,0
343,22.425,78.075,781,0.5202342330766714,False,0
344,22.425,78.1,750,0.4971663409220336,False,0
345,22.425,78.125,491,0.8107737554658458,False,0
346,22.425,78.15,440,0.3555919504487132,False,0
347,22.425,78.175,230,0.44179560664666623,False,0
348,22.425,78.2,226,0.731387100351264,False,0
349,22.425,78.225,159,0.33531067569167883,False,0
350,22.425,78.25,97,0.13036450775951644,False,0
351,22.425,78.275,71,0.6577865977012506,False,0
352,22.425,78.3,588,0.45012258502800245,False,0
353,22.425,78.325,609,0.2720657656828476,False,0
354,22.425,78.35,845,0.28313088362826266,False,0
355,22.425,78.375,863,0.38065038372328025,False,0
356,22.425,78.4,111,0.4125453986561895,False,0
357,22.425,78.425,304,0.42305965335516277,False,0
358,22.425,78.45,371,0.24254414455362827,False,0
359,22.425,78.475,485,0.6794087041864302,False,0
360,22.45,78.0,647,0.4565130479432655,False,0
361,22.45,78.025,675,0.5197945478322548,False,0
362,22.45,78.05,459,0.6170368912658849,False,0
363,22.45,78.075,640,0.6454652371974176,False,0
364,22.45,78.1,422,0.7947820013883797,False,0
365,22.45,78.125,656,0.7058906446447689,False,0
366,22.45,78.15,745,0.519385681070918,False,0
367,22.45,78.175,643,0.4360070365911484,False,0
368,22.45,78.2,364,0.23156129580831453,False,0
369,22.45,78.225,359,0.6696667364922678,False,0
370,22.45,78.25,869,0.2567471338259445,False,0
371,22.45,78.275,61,0.23381883963440772,False,0
372,22.45,78.3,679,0.613844957860463,False,0
373,22.45,78.325,290,0.36036350910835435,False,0
374,22.45,78.35,739,0.9827446565638658,False,0
375,22.45,78.375,385,0.575984143164073,False,0
376,22.45,78.4,130,0.5799626063495216,False,0
377,22.45,78.425,340,0.36033613840622203,False,0
378,22.45,78.45,531,0.45619195146626373,False,0
379,22.45,78.475,475,0.3877955334278092,False,0
380,22.475,78.0,521,0.7487746238133032,False,0
381,22.475,78.025,257,0.1708597877800239,False,0
382,22.475,78.05,505,0.5613474673988162,False,0
383,22.475,78.075,68,0.52137923740304,False,0
384,22.475,78.1,80,0.37904089930154994,False,0
385,22.475,78.125,886,0.6637770721505356,False,0
386,22.475,78.15,212,0.7433786904489058,False,0
387,22.475,78.175,379,0.9680661393533045,False,0
388,22.475,78.2,547,0.6169654355182171,False,0
389,22.475,78.225,433,0.7264941853060899,False,0
390,22.475,78.25,467,0.16034740965037145,False,0
391,22.475,78.275,886,0.47268287589737756,False,0
392,22.475,78.3,193,0.29309431388425394,False,0
393,22.475,78.325,51,0.8855859684390563,False,0
394,22.475,78.35,119,0.06795428575160403,False,0
395,22.475,78.375,331,0.5797347088882842,False,0
396,22.475,78.4,725,0.3173940106594586,False,0
397,22.475,78.425,743,0.3221163020140324,False,0
398,22.475,78.45,268,0.6959455814492211,False,0
399,22.475,78.475,170,0.6603858344480666,False,0
