scenario_id,flood_probability,uncertainty,flooded_area_fraction,impact_score,flood_area_score,impact_score_norm,uncertainty_norm,risk_score,final_risk
SCN_0036,0.014976613,0.012010296,0.1480712890625,35.76902169695197,0.5222820236813778,0.3576902169695197,0.1468307,26.175272724222964,MODERATE
SCN_0037,0.009354865,0.011219191,0.11810302734375,41.743575199789284,0.41657696447793324,0.41743575199789285,0.13715912,25.39887003901321,MODERATE
SCN_0038,0.006921577,0.006785286,0.18341064453125,10.800753090120116,0.6469321851453176,0.10800753090120116,0.08295285,20.230431296212316,LOW
SCN_0039,0.0070208465,0.005440409,0.20355224609375,13.458856407137358,0.7179763186221744,0.13458856407137357,0.066511184,22.940841581018905,LOW
SCN_0040,0.04762095,0.028636811,0.0,11.425912157518265,0.0,0.11425912157518266,0.35009652,5.9039072285472445,LOW
SCN_0041,0.014642018,0.01631985,0.1873779296875,6.426343783851009,0.6609257265877287,0.06426343783851009,0.19951674,19.35804422340725,LOW
SCN_0042,0.99370855,0.006468816,0.1988525390625,24.229730769671587,0.7013993541442411,0.24229730769671587,0.07908388,65.76373344833137,HIGH
SCN_0043,0.52759904,0.065631814,0.1396484375,23.309136945401175,0.49257265877287404,0.23309136945401174,0.8023753,41.576476165978406,MODERATE
SCN_0044,0.9781712,0.018111054,0.10369873046875,10.326580908006653,0.3657696447793326,0.10326580908006652,0.22141492,51.885393611785155,HIGH
SCN_0045,0.7629792,0.069507286,0.2020263671875,2.7821851868533134,0.71259418729817,0.027821851868533132,0.8497545,49.30778906686841,MODERATE
SCN_0046,0.9808176,0.017911578,0.110595703125,28.821871994078396,0.39009687836383206,0.28821871994078396,0.21897624,59.072781200411605,HIGH
SCN_0047,0.015446441,0.012359994,0.11810302734375,29.246711471995567,0.41657696447793324,0.2924671147199557,0.15110591,21.26863077706915,LOW
SCN_0048,0.8196248,0.049376734,0.15704345703125,14.790223230530414,0.5539289558665231,0.14790223230530414,0.60365045,51.809794483784884,HIGH
SCN_0049,0.052342292,0.026973207,0.09454345703125,11.073936757937638,0.33347685683530676,0.11073936757937637,0.3297583,14.306491037521734,LOW
SCN_0050,0.00920703,0.01125902,0.0,11.20370733458143,0.0,0.11203707334581431,0.13764605,4.289578764837677,LOW
SCN_0051,0.023224952,0.023397079,0.1778564453125,11.228466730038726,0.6273412271259419,0.11228466730038726,0.2860387,20.542492120263596,LOW
SCN_0052,0.0348869,0.021236662,0.11627197265625,15.374979285187834,0.4101184068891281,0.15374979285187834,0.25962675,17.02967897271886,LOW
SCN_0053,0.007963782,0.009887393,0.16461181640625,11.157891605761844,0.5806243272335845,0.11157891605761844,0.120877355,18.739421539224498,LOW
SCN_0054,0.007886087,0.009477028,0.2437744140625,27.079103858406476,0.8598493003229278,0.2707910385840648,0.11586048,31.289362331452214,MODERATE
SCN_0055,0.00704211,0.009593202,0.13323974609375,11.403855693757302,0.469967707212056,0.11403855693757302,0.11728075,16.022226576424192,LOW
SCN_0056,0.0070562703,0.0065402845,0.08819580078125,15.367376005599601,0.3110871905274489,0.153673760055996,0.07995761,13.438012175560635,LOW
SCN_0057,0.010676665,0.012674527,0.141357421875,13.623081393686427,0.49860064585575886,0.13623081393686426,0.1549512,17.66016126207409,LOW
SCN_0058,0.008821608,0.012912155,0.08843994140625,28.772517582701845,0.3119483315392896,0.28772517582701845,0.15785629,18.22195375909252,LOW
SCN_0059,0.0063559418,0.019256372,0.0802001953125,17.047380914015925,0.28288482238966633,0.17047380914015925,0.23541689,13.292941554755247,LOW
SCN_0060,0.08270273,0.04401175,0.0,17.235984435716954,0.0,0.17235984435716956,0.5380613,9.340704119070262,LOW
SCN_0061,0.043492775,0.031099802,0.126708984375,15.402183070196882,0.4469321851453176,0.15402183070196881,0.3802076,18.303779831377106,LOW
SCN_0062,0.045875918,0.027956305,0.13348388671875,6.045357178145791,0.47082884822389665,0.06045357178145791,0.3417771,15.721633054512985,LOW
SCN_0063,0.06398014,0.03182712,0.11383056640625,27.1710123722392,0.4015069967707212,0.271710123722392,0.38909933,22.106734952989076,LOW
SCN_0064,0.3729879,0.06247779,0.1298828125,30.9334675938791,0.4581270182992465,0.309334675938791,0.7638161,37.199405559545085,MODERATE
SCN_0065,0.040185537,0.023045754,0.07598876953125,16.730578386624362,0.2680301399354144,0.16730578386624362,0.28174362,14.163877533032403,LOW
SCN_0066,0.22694369,0.06832042,0.187744140625,18.00400675011395,0.6622174381054897,0.1800400675011395,0.83524466,31.934586226391954,MODERATE
SCN_0067,0.21954034,0.06079392,0.08544921875,8.005307175836064,0.3013993541442411,0.08005307175836064,0.74323016,19.118455519725906,LOW
SCN_0068,0.89152336,0.045882907,0.191650390625,14.38281067873522,0.6759956942949408,0.1438281067873522,0.560937,57.59481054317304,HIGH
SCN_0069,0.051921166,0.033669107,0.1844482421875,11.316636001929883,0.6505920344456405,0.11316636001929883,0.41161838,22.30247019550578,LOW
SCN_0070,0.01255007,0.01635809,0.0,18.821701232797714,0.0,0.18821701232797713,0.19998424,7.08959822950004,LOW
SCN_0071,0.01640645,0.01600447,0.0836181640625,41.18785480378863,0.294940796555436,0.4118785480378863,0.19566107,22.445527130663095,LOW
SCN_0072,0.0105100535,0.008666214,0.17388916015625,18.80818848524025,0.6133476856835307,0.18808188485240251,0.10594795,22.336960242034408,LOW
SCN_0073,0.016125163,0.014076798,0.1766357421875,31.965510316456218,0.6230355220667384,0.3196551031645622,0.17209452,27.408823203590867,MODERATE
SCN_0074,0.009689668,0.00980999,0.14471435546875,23.878219057165097,0.5104413347685683,0.23878219057165098,0.11993108,21.50599676230376,LOW
SCN_0075,0.007777397,0.0084977485,0.1375732421875,11.123735664264874,0.4852529601722282,0.11123735664264874,0.10388839,16.335727382975403,LOW
SCN_0076,0.007245695,0.0063709035,0.123291015625,9.075262240496814,0.43487621097954793,0.09075262240496813,0.07788686,14.338074876713563,LOW
SCN_0077,0.0045454917,0.0064668125,0.13800048828125,9.877807170366594,0.48675995694294943,0.09877807170366594,0.079059385,15.808051106363996,LOW
SCN_0078,0.012317958,0.012206123,0.15771484375,15.092164493284677,0.5562970936490851,0.15092164493284677,0.14922477,19.682403264019005,LOW
SCN_0079,0.012314355,0.013179093,0.05084228515625,6.644574887295909,0.17933261571582346,0.06644574887295909,0.16111971,7.3014908314229725,LOW
SCN_0080,0.14728373,0.054210156,0.0,22.875536114944836,0.0,0.22875536114944836,0.66274095,13.897787179391418,LOW
SCN_0081,0.98243856,0.03206603,0.16827392578125,8.799381870517498,0.5935414424111949,0.08799381870517499,0.3920201,57.21586169093603,HIGH
SCN_0082,0.90606916,0.049793467,0.15380859375,28.236878367097635,0.542518837459634,0.28236878367097634,0.60874516,59.68864653342442,HIGH
SCN_0083,0.59200335,0.056433987,0.11968994140625,13.198366060095204,0.42217438105489774,0.13198366060095204,0.6899282,38.85392176500906,MODERATE
SCN_0084,0.34515134,0.06697744,0.15277099609375,23.032524767387468,0.5388589881593111,0.2303252476738747,0.81882614,35.33891236865451,MODERATE
SCN_0085,0.28689376,0.07303301,0.08428955078125,22.499226361142664,0.2973089343379978,0.22499226361142666,0.89285797,26.78320264373927,MODERATE
SCN_0086,0.99251044,0.0151197165,0.205322265625,25.611975588561638,0.7242195909580194,0.25611975588561636,0.18484461,66.77009994065567,HIGH
SCN_0087,0.45421737,0.06374607,0.19720458984375,23.633045412592924,0.6955866523143165,0.23633045412592923,0.7793214,43.8299274732806,MODERATE
SCN_0088,0.9527614,0.035455693,0.1405029296875,29.048362130435766,0.4955866523143165,0.2904836213043577,0.43346012,60.66704892413879,HIGH
SCN_0089,0.12279752,0.048189856,0.08270263671875,10.675107710544415,0.2917115177610334,0.10675107710544415,0.58914036,15.940976326953859,LOW
SCN_0090,0.06773231,0.036504753,0.0,24.955958752027975,0.0,0.24955958752027974,0.44628528,11.443877997365732,LOW
SCN_0091,0.7435588,0.054342188,0.1234130859375,20.99111376923059,0.43530678148546825,0.2099111376923059,0.6643551,47.97191351095421,MODERATE
SCN_0092,0.47164935,0.06156649,0.1595458984375,16.54923241872687,0.5627556512378902,0.1654923241872687,0.7526751,38.727096874957255,MODERATE
SCN_0093,0.047084466,0.024453698,0.1170654296875,14.6433270955917,0.4129171151776103,0.146433270955917,0.2989563,17.33147098781343,LOW
SCN_0094,0.047670007,0.030003496,0.096923828125,15.01577316948643,0.3418729817007535,0.1501577316948643,0.3668048,15.709145421919654,LOW
SCN_0095,0.06629197,0.03838136,0.0845947265625,82.34524669130508,0.2983853606027987,0.8234524669130507,0.46922758,38.932149314071815,MODERATE
SCN_0096,0.03897688,0.020934151,0.11114501953125,11.982871654545994,0.3920344456404736,0.11982871654545994,0.25592843,15.553941467599305,LOW
SCN_0097,0.026497863,0.024641957,0.11065673828125,15.651748330532996,0.3903121636167923,0.15651748330532997,0.30125785,16.295830572682835,LOW
SCN_0098,0.8348248,0.047131605,0.16912841796875,15.940045626741679,0.5965554359526373,0.15940045626741678,0.5762028,53.88589448387528,HIGH
SCN_0099,0.030108612,0.026064485,0.2315673828125,7.688538097808036,0.8167922497308935,0.07688538097808036,0.31864882,24.315139114614286,LOW
SCN_0100,0.6037243,0.057223633,0.0,27.09869370277517,0.0,0.2709869370277517,0.6995819,33.63351512844888,MODERATE
SCN_0101,0.92312,0.039614864,0.15362548828125,47.041489694132174,0.5418729817007535,0.47041489694132177,0.48430765,66.93614621222139,HIGH
SCN_0102,0.9717802,0.026517982,0.187744140625,15.845068427973425,0.6622174381054897,0.15845068427973424,0.324193,60.97241773571804,HIGH
SCN_0103,0.86345345,0.042057443,0.1568603515625,14.966650360419864,0.5532831001076426,0.14966650360419864,0.51416916,53.60854304158826,HIGH
SCN_0104,0.49723464,0.057337806,0.07696533203125,18.121830761333662,0.2714747039827772,0.18121830761333663,0.70097774,33.018894364285266,MODERATE
SCN_0105,0.88537514,0.048052333,0.10723876953125,47.24109702280934,0.37825618945102263,0.4724109702280934,0.5874591,61.405794378157765,HIGH
SCN_0106,0.6387823,0.058882225,0.14276123046875,8.906199656338156,0.5035522066738428,0.08906199656338157,0.7198589,41.25726734678874,MODERATE
SCN_0107,0.998958,0.0020360055,0.11029052734375,18.498072095396047,0.3890204520990312,0.18498072095396048,0.024890985,56.15815560381942,HIGH
SCN_0108,0.5023704,0.060792852,0.162353515625,15.44689654332744,0.5726587728740581,0.1544689654332744,0.74321705,39.81769949871573,MODERATE
SCN_0109,0.055209264,0.02565906,0.17108154296875,25.286057832260518,0.6034445640473628,0.25286057832260517,0.31369233,26.14460487159045,MODERATE
SCN_0110,0.8754754,0.04627336,0.0,11.194281512511393,0.0,0.11194281512511393,0.5657104,38.937014795248125,MODERATE
SCN_0111,0.06275226,0.03433352,0.213623046875,16.852804728466563,0.7534983853606028,0.16852804728466564,0.4197411,27.246031833798195,MODERATE
SCN_0112,0.72045815,0.054206986,0.1063232421875,24.976519031684134,0.37502691065662,0.24976519031684133,0.6627022,46.93578161599676,MODERATE
SCN_0113,0.038588095,0.020917354,0.084228515625,16.936780706978276,0.29709364908503766,0.16936780706978274,0.25572306,14.89873831144926,LOW
SCN_0114,0.17489107,0.050259788,0.1751708984375,6.6315449029132685,0.6178686759956943,0.06631544902913268,0.6144461,24.76340054618124,LOW
SCN_0115,0.049123153,0.027915241,0.13623046875,16.69044420140673,0.4805166846071044,0.16690444201406732,0.34127507,19.819498746541946,LOW
SCN_0116,0.038761638,0.0235352,0.10662841796875,5.67348457612836,0.3761033369214209,0.056734845761283605,0.28772727,12.938768567503525,LOW
SCN_0117,0.0412362,0.026668707,0.0657958984375,22.701780348211393,0.23207750269106567,0.22701780348211392,0.32603568,15.397008778452214,LOW
SCN_0118,0.03296716,0.022118114,0.07818603515625,30.97008318026736,0.27578040904198065,0.3097008318026736,0.27040285,19.052725794631296,LOW
SCN_0119,0.044570282,0.024060253,0.115966796875,18.15583238069049,0.40904198062432723,0.1815583238069049,0.29414627,18.363402095662195,LOW
SCN_0120,0.052798495,0.029321374,0.0,15.193372305454039,0.0,0.1519337230545404,0.35846558,7.429620206532308,LOW
SCN_0121,0.66277647,0.060563978,0.162109375,12.298067314295622,0.5717976318622174,0.12298067314295621,0.740419,45.1103225678855,MODERATE
SCN_0122,0.2646136,0.07185502,0.1380615234375,22.094216294513522,0.4869752421959096,0.22094216294513522,0.8784566,30.491901148417462,MODERATE
SCN_0123,0.16352469,0.053119265,0.20452880859375,17.725659410002777,0.7214208826695372,0.17725659410002778,0.6494044,30.780490500858683,MODERATE
SCN_0124,0.7094331,0.06338562,0.113525390625,25.60240429597858,0.40043057050592035,0.2560240429597858,0.7749147,47.348930108968176,MODERATE
SCN_0125,0.962335,0.032947022,0.15576171875,19.018186010422397,0.5494079655543596,0.19018186010422397,0.4027906,58.88496505465588,HIGH
SCN_0126,0.07448686,0.041516624,0.12158203125,28.905052091527956,0.4288482238966631,0.28905052091527955,0.50755745,23.81744815790967,LOW
SCN_0127,0.120824195,0.042877935,0.0565185546875,49.884047442170846,0.1993541442411195,0.4988404744217085,0.5242,27.27623795406533,MODERATE
SCN_0128,0.37331155,0.06972705,0.15997314453125,23.279818464324983,0.5642626480086114,0.23279818464324983,0.8524412,37.186965235780484,MODERATE
SCN_0129,0.033747625,0.021540208,0.09552001953125,44.77816473604239,0.3369214208826695,0.4477816473604239,0.2633377,25.44529821979669,MODERATE
SCN_0130,0.084669314,0.031213552,0.0,10.718736132267129,0.0,0.10718736132267129,0.38159823,7.138330442805145,LOW
SCN_0131,0.027167987,0.016799366,0.1160888671875,12.859585498674708,0.40947255113024755,0.12859585498674708,0.20537901,15.82438822318237,LOW
SCN_0132,0.02095565,0.015504944,0.08355712890625,20.953478200390954,0.29472551130247576,0.20953478200390954,0.18955418,15.540081139507267,LOW
SCN_0133,0.21469858,0.045339286,0.06561279296875,10.544604801092255,0.23143164693218515,0.10544604801092256,0.554291,18.064346616227734,LOW
SCN_0134,0.036270652,0.030513335,0.09326171875,11.941979074123944,0.3289558665231432,0.11941979074123944,0.3730378,13.85441547355465,LOW
SCN_0135,0.017777037,0.014846553,0.07989501953125,15.67570929597705,0.28180839612486547,0.1567570929597705,0.18150508,13.242789659672734,LOW
SCN_0136,0.018385157,0.01739938,0.19140625,39.369085702414665,0.6751345532831001,0.39369085702414663,0.21271442,31.39295012611299,MODERATE
SCN_0137,0.3644756,0.054993253,0.17742919921875,20.33880639499413,0.6258342303552207,0.2033880639499413,0.67231464,37.34346290805528,MODERATE
SCN_0138,0.013182981,0.019973239,0.05914306640625,17.050180492435306,0.2086114101184069,0.17050180492435307,0.24418089,11.710167690842043,LOW
SCN_0139,0.01728053,0.013305932,0.09222412109375,16.899709349660945,0.32529601722282026,0.16899709349660946,0.16267037,14.73851993827181,LOW
SCN_0140,0.2334857,0.0817969,0.0,53.23792783575958,0.0,0.5323792783575958,1.0,27.972702690513895,MODERATE
SCN_0141,0.8904912,0.05191574,0.14849853515625,12.880821392733196,0.5237890204520991,0.12880821392733197,0.63469076,53.222662289797604,HIGH
SCN_0142,0.11486179,0.044943847,0.1097412109375,14.60028268144889,0.3870828848223897,0.1460028268144889,0.5494566,19.381642737204636,LOW
SCN_0143,0.08642628,0.03772946,0.1680908203125,14.300806633449056,0.5928955866523143,0.14300806633449056,0.46125785,23.28472313106522,LOW
SCN_0144,0.04885493,0.024411654,0.19952392578125,6.715180761422405,0.703767491926803,0.06715180761422405,0.2984423,21.898697703215813,LOW
SCN_0145,0.83051074,0.060690694,0.13287353515625,11.228006270773427,0.46867599569429497,0.11228006270773427,0.74196815,48.867133295738604,MODERATE
SCN_0146,0.050669637,0.027907157,0.18218994140625,24.602748847123255,0.6426264800861141,0.24602748847123254,0.3411762,26.703409636246512,MODERATE
SCN_0147,0.5523341,0.06315174,0.092529296875,6.076841355205991,0.3263724434876211,0.060768413552059905,0.77205545,32.37956866776339,MODERATE
SCN_0148,0.69856614,0.055796053,0.10107421875,21.701577440050666,0.35651237890204523,0.21701577440050668,0.6821292,44.451007126343036,MODERATE
SCN_0149,0.027916484,0.022367818,0.09033203125,34.0065957505646,0.3186221743810549,0.340065957505646,0.2734556,20.98452227134598,LOW
SCN_0150,0.91648597,0.05117983,0.0,4.716494855009244,0.0,0.047164948550092435,0.62569404,38.310213597469485,MODERATE
SCN_0151,0.09347372,0.032611754,0.24041748046875,27.0394402799852,0.8480086114101184,0.270394402799852,0.3986918,34.40296808605998,MODERATE
SCN_0152,0.9809571,0.019760918,0.138427734375,7.401488470870002,0.4882669537136706,0.07401488470870002,0.24158517,54.03547784578561,HIGH
SCN_0153,0.027331613,0.01499823,0.2415771484375,16.057473026324022,0.8520990312163617,0.1605747302632402,0.1833594,28.01585591567011,MODERATE
SCN_0154,0.12518771,0.04477463,0.15069580078125,20.763706506390704,0.5315392895586653,0.20763706506390706,0.54738784,25.563287913305732,MODERATE
SCN_0155,0.017945282,0.013594338,0.06463623046875,18.068701088012418,0.2279870828848224,0.18068701088012418,0.16619624,12.741533739374338,LOW
SCN_0156,0.016624711,0.024057647,0.18963623046875,11.238801642135622,0.6688912809472551,0.11238801642135622,0.2941144,21.32085108452511,LOW
SCN_0157,0.5668888,0.06538665,0.12078857421875,6.630254273616952,0.42604951560818083,0.06630254273616952,0.79937816,35.64737985018097,MODERATE
SCN_0158,0.012203096,0.010911516,0.08758544921875,42.18339630782847,0.30893433799784714,0.4218339630782847,0.13339767,22.975671014171034,LOW
SCN_0159,0.0413034,0.025873287,0.1939697265625,16.386544822869922,0.6841765339074274,0.16386544822869922,0.31631133,24.491840108206596,LOW
SCN_0160,0.0434274,0.033122882,0.0,27.17031435572295,0.0,0.2717031435572295,0.40494055,11.246705998888771,LOW
SCN_0161,0.09335161,0.040827278,0.12445068359375,31.161489000336832,0.4389666307857912,0.31161489000336834,0.4991299,25.61475139446455,MODERATE
SCN_0162,0.98686516,0.01899679,0.07672119140625,7.067692570159968,0.27061356297093647,0.07067692570159968,0.2322434,48.71363798780645,MODERATE
SCN_0163,0.44312114,0.07513769,0.17669677734375,11.56761481337822,0.6232508073196986,0.1156761481337822,0.91858846,37.35478167113783,MODERATE
SCN_0164,0.059310433,0.03312366,0.0601806640625,32.43090328907298,0.21227125941872982,0.3243090328907298,0.40495008,19.030015049342058,LOW
SCN_0165,0.034263086,0.020357285,0.145751953125,14.04262344477138,0.5141011840688913,0.1404262344477138,0.24887599,19.13797121172228,LOW
SCN_0166,0.06478038,0.025753599,0.14898681640625,8.884371385197682,0.5255113024757804,0.08884371385197681,0.3148481,18.838527620776045,LOW
SCN_0167,0.26528156,0.07246653,0.140625,27.436428648622897,0.4960172228202368,0.27436428648622896,0.8859325,32.61444276998449,MODERATE
SCN_0168,0.019993657,0.014449765,0.13140869140625,20.192813332458837,0.4635091496232508,0.20192813332458837,0.17665419,19.454959752670497,LOW
SCN_0169,0.023689099,0.01189665,0.13848876953125,12.675748529431088,0.4884822389666308,0.12675748529431088,0.14544134,17.596131961593105,LOW
SCN_0170,0.012040124,0.013381506,0.0,15.48536305029261,0.0,0.1548536305029261,0.16359429,5.9014820385940245,LOW
SCN_0171,0.02081982,0.0175127,0.174072265625,20.236388787239488,0.6139935414424113,0.20236388787239487,0.2140998,23.26536744876685,LOW
SCN_0172,0.021508167,0.017276706,0.14910888671875,8.34291243252312,0.5259418729817008,0.0834291243252312,0.21121468,16.928892819958804,LOW
SCN_0173,0.014282161,0.011878191,0.12506103515625,43.59880476621832,0.4411194833153929,0.43598804766218324,0.14521566,26.858855196544802,MODERATE
SCN_0174,0.05829425,0.02975104,0.09814453125,20.429560580896055,0.34617868675995694,0.20429560580896056,0.36371842,18.136583397506236,LOW
SCN_0175,0.008241165,0.007989676,0.2620849609375,14.141672120906915,0.9244348762109795,0.14141672120906915,0.097677,28.3901037787359,MODERATE
SCN_0176,0.009586029,0.012819196,0.2120361328125,13.889802047740313,0.7479009687836383,0.13889802047740313,0.15671983,23.94239608648851,LOW
SCN_0177,0.0154604735,0.01533788,0.1097412109375,20.312448272990515,0.3870828848223897,0.20312448272990516,0.18751176,17.404847974144513,LOW
SCN_0178,0.009427097,0.011717531,0.28350830078125,28.881422048230863,1.0,0.28881422048230865,0.14325152,35.48558158932573,MODERATE
SCN_0179,0.01613948,0.014973202,0.14678955078125,11.54782206860511,0.5177610333692142,0.1154782206860511,0.18305342,17.631342723089872,LOW
SCN_0180,0.0169057,0.021330573,0.0,24.014305281723487,0.0,0.2401430528172349,0.26077482,9.081234908058972,LOW
SCN_0181,0.040495664,0.021287065,0.12652587890625,11.601677506438962,0.44628632938643703,0.11601677506438962,0.26024294,16.837571991672444,LOW
SCN_0182,0.16904588,0.051595118,0.08746337890625,15.919477183679481,0.3085037674919268,0.1591947718367948,0.6307711,20.046246717085104,LOW
SCN_0183,0.96603537,0.02215748,0.1409912109375,30.46148513979514,0.49730893433799783,0.3046148513979514,0.2708841,61.73565720366578,HIGH
SCN_0184,0.9423536,0.03914714,0.17230224609375,12.737077855731282,0.6077502691065662,0.12737077855731282,0.4785895,57.345878226132506,HIGH
SCN_0185,0.97922003,0.013281386,0.13800048828125,12.88729413008481,0.48675995694294943,0.1288729413008481,0.1623703,55.848353772828084,HIGH
SCN_0186,0.94898635,0.036195144,0.12261962890625,18.330104178388577,0.43250807319698603,0.18330104178388576,0.4425002,55.18769175591503,HIGH
SCN_0187,0.12014448,0.044741236,0.1634521484375,11.77530545548985,0.5765339074273412,0.1177530545548985,0.5469796,23.340483679668232,LOW
SCN_0188,0.9926453,0.012702223,0.13232421875,16.543150148145962,0.4667384284176534,0.16543150148145963,0.15528978,57.164376193353206,HIGH
SCN_0189,0.03256069,0.028295847,0.12042236328125,11.39666726370886,0.4247578040904198,0.1139666726370886,0.3459281,15.910206349935935,LOW
SCN_0190,0.023002982,0.014153536,0.0,11.202555475894197,0.0,0.11202555475894198,0.17303267,4.841013739399369,LOW
SCN_0191,0.012552534,0.010716854,0.237548828125,21.493408679722464,0.8378902045209903,0.21493408679722464,0.13101785,28.972049529442984,MODERATE
SCN_0192,0.96378005,0.029302148,0.178466796875,28.979573725414692,0.6294940796555436,0.2897957372541469,0.35823056,64.43140521170372,HIGH
SCN_0193,0.71932745,0.05688338,0.10235595703125,28.44523117518995,0.3610333692142088,0.2844523117518995,0.6954222,47.75476432570796,MODERATE
SCN_0194,0.031441383,0.02506715,0.2183837890625,12.144032016402342,0.7702906350914962,0.12144032016402342,0.306456,24.7653323869535,LOW
SCN_0195,0.007683779,0.00804896,0.162109375,26.294523386583485,0.5717976318622174,0.26294523386583485,0.09840178,23.805375146379443,LOW
